0.061558,671689.75
0.079616,633451.25
0.09844,585603.875
0.113861,564598.875
0.141551,548966.25
0.191154,554165.0625
0.209907,548966.25
0.24179,548966.25
0.258052,559375.9375
0.286016,548966.25
0.306351,543779.6875
0.333412,543779.75
0.354621,548966.25
0.382866,543779.6875
0.402463,543779.75
0.430333,543779.6875
0.477907,548966.25
0.497513,548966.25
0.573544,559375.9375
0.593773,548966.25
0.624065,559375.9375
0.644187,554165.0625
0.66995,559376
0.692917,569833.625
0.72068,580336.25
0.74005,575079.4375
0.768072,591464.5625
0.78777,601468.8125
0.817935,612094.125
0.835582,628099.3125
0.864847,638811.1875
0.885357,644178.75
0.912586,649553.75
0.93261,655508.5625
0.959994,665719.5625
0.980913,677095.3125
1.00969,693893.6875
1.029362,704745.5
1.056277,716141.0625
1.078525,727016.5625
1.104263,738407.5
1.125361,743850.6875
1.153821,761133.5
1.172362,783333.375
1.199651,799636.1875
1.219844,805473.8125
1.247893,821739.5625
1.268623,827155.75
1.297154,865613.8125
1.316136,876639.9375
1.344386,892930.125
1.364263,898252.375
1.39221,919671.375
1.412215,930206.8125
1.442171,946239.25
1.462021,956753.0625
1.489419,977383.3125
1.509444,987622.1875
1.538349,1012964.1875
1.558073,1022845.9375
1.586481,1042456.75
1.606908,1052039.5
1.634399,1071050.375
1.655232,1075548.875
1.683284,1103230.875
1.702612,1116531.5
1.732271,1138372
1.749785,1143231.875
1.778298,1163721.125
1.798992,1167345.125
1.82777,1187301.25
1.84683,1196045
1.874649,1214544.25
1.894776,1227510.625
1.921765,1240075.125
1.943685,1247092.375
1.973561,1261834.75
2.00329,1277853.875
2.023579,1285787.875
2.054533,1300364
2.070811,1304546.625
2.098949,1319757
2.11917,1320600.875
2.149447,1326988.75
2.166737,1331503.75
2.193512,1337436.125
2.214124,1337344.75
2.241462,1346350.5
2.263217,1349187.375
2.292284,1354374.875
2.310976,1354307.5
2.341441,1353237.125
2.361169,1353694.375
2.38824,1353340
2.409532,1351872
2.436165,1350300.875
2.456399,1347462.5
2.484145,1342802.5
2.504855,1339809.625
2.531583,1337252
2.553263,1332089.375
2.579733,1320332.625
2.601357,1315993.25
2.628928,1298523.625
2.648989,1290755
2.676695,1277470.375
2.695867,1273899.25
2.723706,1260602.75
2.744595,1252737.25
2.771403,1235547.75
2.791677,1219151
2.821038,1193116.75
2.839563,1191615.75
2.867896,1170230.625
2.887506,1160076.5
2.915776,1136904.5
3.062485,1002595.9375
3.083252,985600.9375
3.111496,951927.0625
3.131373,947663.125
3.159152,921568.4375
3.178096,917181.25
3.206529,894955.6875
3.228934,890454.5625
3.259679,854335.3125
3.274371,836049.4375
3.302545,794433.5
3.322513,785261.25
3.355341,752661.375
3.36988,743128.125
3.39883,719129.4375
3.41922,694925.3125
3.447799,667357.625
3.466449,652805.25
3.494138,610265.5
3.521385,596948
3.541951,564445.875
3.562657,554194.75
3.589529,526810.125
3.609705,513219.34375
3.640797,489550.125
3.658436,470710.3125
3.686385,444304.4375
3.706109,431253.3125
3.734926,397244.1875
3.754381,374977.3125
3.783955,358983.1875
3.802978,350302.125
3.833278,326187
3.851121,313588.375
3.880098,289639.375
3.900396,285580.3125
3.92751,269523.59375
3.949831,253766.578125
3.975923,236212.875
3.996738,238325.25
4.024607,212618.25
4.046598,199065.609375
4.072329,185884.5
4.091955,175716.59375
4.119812,151797.6875
4.140902,153589.75
4.168035,142496.140625
4.189732,127523.9765625
4.216635,113909.828125
4.236492,111138.8828125
4.264056,105682.6171875
4.284683,93206.78125
4.3121,83870.859375
4.336445,79672.0625
4.359402,74997
4.38022,71017.9921875
4.41496,57137.0546875
4.428308,57137.06640625
4.456357,49787.4765625
4.476818,47910.3515625
4.504586,39465.203125
4.524293,36135.35546875
4.552735,31812.5
4.571792,28114.0703125
4.60026,23972.716796875
4.619866,23972.716796875
4.647591,21379.89453125
4.667805,20134.11328125
4.69813,14742.14453125
4.718688,15817.3212890625
4.747292,12986.9072265625
4.766241,10432.1103515625
4.796018,10173.8818359375
4.814604,7930.12646484375
4.841977,7165.31494140625
4.862757,5964.0576171875
4.890413,5739.7236328125
4.910276,4677.71923828125
4.939608,3530.677734375
4.957579,3009.46557617188
5.05389,2712.99951171875
5.06606,2261.7236328125
5.081643,2071.8203125
5.098916,1117.69860839844
